,origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,origin_descripcion,origin_temperatura,origin_minima,origin_maxima,origin_sensacion_termica,origin_nubes,destination_descripcion,destination_temperatura,destination_minima,destination_maxima,destination_sensacion_termica,destination_nubes
2500,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2501,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2502,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2503,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2504,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2505,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2506,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2507,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2508,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2509,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2510,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2511,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2512,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2513,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2514,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2515,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2516,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2517,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2518,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2519,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2520,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2521,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2522,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2523,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2524,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2525,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2526,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2527,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2528,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2529,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2530,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2531,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2532,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2533,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2534,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2535,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2536,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2537,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2538,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2539,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2540,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2541,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2542,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2543,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2544,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2545,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2546,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2547,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2548,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2549,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2550,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2551,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2552,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2553,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2554,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2555,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2556,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2557,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2558,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2559,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2560,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2561,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2562,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2563,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2564,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2565,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2566,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2567,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2568,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2569,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2570,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2571,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2572,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2573,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2574,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2575,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2576,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2577,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2578,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2579,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2580,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2581,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2582,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2583,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2584,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2585,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2586,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2587,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2588,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2589,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2590,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2591,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2592,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2593,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2594,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2595,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2596,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2597,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2598,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2599,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2600,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2601,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2602,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2603,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2604,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2605,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2606,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2607,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2608,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2609,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2610,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2611,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2612,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2613,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2614,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2615,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2616,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2617,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2618,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2619,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2620,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2621,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2622,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2623,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2624,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2625,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2626,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2627,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2628,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2629,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2630,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2631,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2632,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2633,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2634,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2635,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2636,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2637,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2638,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2639,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2640,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2641,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2642,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2643,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2644,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2645,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2646,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2647,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2648,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2649,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2650,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2651,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2652,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2653,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2654,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2655,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2656,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2657,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2658,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2659,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2660,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2661,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2662,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2663,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2664,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2665,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2666,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2667,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2668,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2669,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2670,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2671,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2672,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2673,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2674,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2675,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
2676,GDL,MEX,20.5218,-103.311,19.4363,-99.0721,cielo claro,30.0,28.45,30.0,28.14,0,nubes,20.85,20.57,22.32,20.04,100
