,origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,origin_descripcion,origin_temperatura,origin_minima,origin_maxima,origin_sensacion_termica,origin_nubes,destination_descripcion,destination_temperatura,destination_minima,destination_maxima,destination_sensacion_termica,destination_nubes
443,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
444,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
445,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
446,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
447,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
448,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
449,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
450,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
451,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
452,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
453,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
454,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
455,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
456,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
457,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
458,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
459,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
460,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
461,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
462,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
463,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
464,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
465,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
466,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
467,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
468,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
469,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
470,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
471,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
472,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
473,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
474,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
475,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
476,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
477,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
478,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
479,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
480,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
481,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
482,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
483,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
484,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
485,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
486,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
487,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
488,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
489,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
490,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
491,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
492,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
493,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
494,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
495,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
496,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
497,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
498,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
499,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
500,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
501,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
502,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
503,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
504,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
505,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
506,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
507,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
508,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
509,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
510,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
511,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
512,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
513,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
514,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
515,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
516,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
517,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
518,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
519,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
520,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
521,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
522,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
523,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
524,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
525,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
526,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
527,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
528,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
529,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
530,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
531,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
532,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
533,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
534,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
535,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
536,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
537,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
538,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
539,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
540,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
541,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
542,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
543,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
544,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
545,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
546,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
547,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
548,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
549,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
550,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
551,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
552,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
553,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
554,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
555,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
556,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
557,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
558,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
559,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
560,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
561,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
562,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
563,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
564,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
565,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
566,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
567,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
568,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
569,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
570,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
571,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
572,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
573,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
574,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
575,MEX,LIM,19.4363,-99.0721,-12.0219,-77.1143,nubes,20.85,20.57,22.32,20.04,100,cielo claro,23.0,23.0,24.95,23.26,0
576,MEX,HAV,19.4363,-99.0721,22.9892,-82.4091,nubes,20.85,20.57,22.32,20.04,100,algo de nubes,24.0,23.94,24.0,24.49,20
577,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
578,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
579,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
580,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
581,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
582,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
583,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
584,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
585,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
586,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
587,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
588,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
589,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
590,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
591,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
592,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
593,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
594,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
595,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
596,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
597,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
598,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
599,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
600,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
601,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
602,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
603,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
604,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
605,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
606,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
607,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
608,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
609,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
610,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
611,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
612,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
613,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
614,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
615,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
616,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
617,MEX,BOG,19.4363,-99.0721,4.70159,-74.1469,nubes,20.85,20.57,22.32,20.04,100,llovizna ligera,12.0,12.0,12.0,11.53,100
